Date,Open,High,Low,Close,Adj Close,Volume,EMA20,EMA26,EMA50,DEMA20,DEMA26,DEMA50,MACD,MACD-HISTOGRAM,MACD-SIGNAL,RSI5,RSI14,RSI21,RSI5SIGNAL,RSI14SIGNAL,RSI21SIGNAL
1988-02-01,2.524374008178711,2.524374008178711,2.524374008178711,2.524374008178711,0.6676569581031799,0,,,,,,,,,,,,,50,50,50
1988-02-02,2.524374008178711,2.524374008178711,2.524374008178711,2.524374008178711,0.6676569581031799,0,,,,,,,,,,,,,50,50,50
1988-02-03,2.524374008178711,2.524374008178711,2.524374008178711,2.524374008178711,0.6676569581031799,0,,,,,,,,,,,,,50,50,50
1988-02-04,2.524374008178711,2.524374008178711,2.524374008178711,2.524374008178711,0.6676569581031799,0,,,,,,,,,,,,,50,50,50
1988-02-05,2.524374008178711,2.524374008178711,2.524374008178711,2.524374008178711,0.6676569581031799,0,,,,,,,,,,,,,50,50,50
1988-02-08,2.524374008178711,2.524374008178711,2.524374008178711,2.524374008178711,0.6676569581031799,0,,,,,,,,,,,,,50,50,50
1988-02-09,2.524374008178711,2.524374008178711,2.524374008178711,2.524374008178711,0.6676569581031799,0,,,,,,,,,,,,,50,50,50
1988-02-10,2.524374008178711,2.524374008178711,2.524374008178711,2.524374008178711,0.6676569581031799,0,,,,,,,,,,,,,50,50,50
1988-02-11,2.524374008178711,2.524374008178711,2.524374008178711,2.524374008178711,0.6676569581031799,0,,,,,,,,,,,,,50,50,50
1988-02-12,2.524374008178711,2.524374008178711,2.524374008178711,2.524374008178711,0.6676569581031799,0,,,,,,,,,,,,,50,50,50
1988-02-15,2.524374008178711,2.524374008178711,2.524374008178711,2.524374008178711,0.6676569581031799,0,,,,,,,,,,,,,50,50,50
1988-02-16,2.524374008178711,2.524374008178711,2.524374008178711,2.524374008178711,0.6676569581031799,0,,,,,,,,,,,,,50,50,50
1988-02-17,2.524374008178711,2.524374008178711,2.524374008178711,2.524374008178711,0.6676569581031799,0,,,,,,,,,,,,,50,50,50
1988-02-18,2.524374008178711,2.524374008178711,2.524374008178711,2.524374008178711,0.6676569581031799,0,,,,,,,,,,,,,50,50,50
1988-02-19,2.524374008178711,2.524374008178711,2.524374008178711,2.524374008178711,0.6676569581031799,0,,,,,,,,,,,,,50,50,50
1988-02-22,2.524374008178711,2.524374008178711,2.524374008178711,2.524374008178711,0.6676569581031799,0,,,,,,,,,,,,,50,50,50
1988-02-23,2.524374008178711,2.524374008178711,2.524374008178711,2.524374008178711,0.6676569581031799,0,,,,,,,,,,,,,50,50,50
1988-02-24,2.524374008178711,2.524374008178711,2.524374008178711,2.524374008178711,0.6676569581031799,0,,,,,,,,,,,,,50,50,50
1988-02-25,2.524374008178711,2.524374008178711,2.524374008178711,2.524374008178711,0.6676569581031799,0,,,,,,,,,,,,,50,50,50
1988-02-26,2.524374008178711,2.524374008178711,2.524374008178711,2.524374008178711,0.6676569581031799,0,2.524374008178711,,,2.524374008178711,,,,,,,,,50,50,50
1988-03-01,2.4285120964050293,2.4285120964050293,2.4285120964050293,2.4285120964050293,0.6423028707504272,0,2.5152443022955033,,,2.5069840922106965,,,,,,0.0,0.0,,0,0,50
1988-03-02,2.4285120964050293,2.4285120964050293,2.4285120964050293,2.4285120964050293,0.6423028707504272,0,2.5069840922106965,,,2.49203704539057,,,,,,0.0,0.0,0.0,0,0,0
1988-03-03,2.4285120964050293,2.4285120964050293,2.4285120964050293,2.4285120964050293,0.6423028707504272,0,2.499510568800633,,,2.4792252909733183,,,,,,0.0,0.0,0.0,0,0,0
1988-03-04,2.4285120964050293,2.4285120964050293,2.4285120964050293,2.4285120964050293,0.6423028707504272,0,2.4927488095248616,,,2.468277680717307,,,,,,0.0,0.0,0.0,0,0,0
1988-03-07,2.4285120964050293,2.4285120964050293,2.4285120964050293,2.4285120964050293,0.6423028707504272,0,2.486631027322973,,,2.4589553459334765,,,,,,0.0,0.0,0.0,0,0,0
1988-03-08,2.4285120964050293,2.4285120964050293,2.4285120964050293,2.4285120964050293,0.6423028707504272,0,2.4810958910450736,2.5022520285386305,,2.45104800839362,2.5022520285386305,,-0.03855618562867491,,,0.0,0.0,0.0,0,0,0
1988-03-09,2.4285120964050293,2.4285120964050293,2.4285120964050293,2.4285120964050293,0.6423028707504272,0,2.4760879106031646,2.496789811343549,,2.444370701137742,2.4917322028295845,,-0.03850685251127439,,,0.0,0.0,0.0,0,0,0
